ID,name,category,main_category,currency,deadline,goal,launched,pledged,state,backers,country,usd pledged,usd_pledged_real,usd_goal_real
100522240,DO NOT DUPLICATE - Selected by 2015 Devon Film Commision,Film & Video,Film & Video,GBP,2015-04-10,1500.00,2015-03-11 22:07:00,277.00,undefined,0,"N,0""",,404.18,2188.69
100522710,Hollander & Lexer F/W13 Women's Clothing Project (Canceled),Fashion,Fashion,USD,2013-06-10,35000.00,2013-05-11 19:38:31,391.00,canceled,6,US,391.00,391.00,35000.00
1005227930,My Parka | World's Most Elegant Authentic & Functional Parka,Apparel,Fashion,USD,2017-02-06,25000.00,2016-12-08 19:00:10,10618.00,canceled,35,US,1656.00,10618.00,25000.00
1005235197,For Love of Libya,Journalism,Journalism,USD,2011-11-14,2000.00,2011-09-18 17:24:58,2095.00,successful,40,US,2095.00,2095.00,2000.00
1005236469,Amazing Tales of The Wasted Lands inaugural issue pre-sale!,Fiction,Publishing,USD,2017-08-19,5000.00,2017-07-20 10:15:10,6442.00,successful,139,US,429.00,6442.00,5000.00
1005236629,GEEX Season One!,Webseries,Film & Video,USD,2013-08-22,70000.00,2013-07-18 19:02:57,9908.00,failed,139,US,9908.00,9908.00,70000.00
1005237669,The Old Soul of a Lion,Film & Video,Film & Video,USD,2014-10-14,3000000.00,2014-08-15 20:16:22,4.00,failed,2,US,4.00,4.00,3000000.00
1005239027,Between a Rock and Hard Place (Canceled),Mobile Games,Games,AUD,2016-07-06,20000.00,2016-05-08 17:31:40,0.00,canceled,0,AU,0.00,0.00,15029.68
1005240043,Sleep-A-Board,Product Design,Design,USD,2017-10-26,10000.00,2017-09-26 01:49:47,320.00,failed,7,US,200.00,320.00,10000.00
1005240050,Kevin Woody - First Solo Album,Country & Folk,Music,USD,2015-07-19,14000.00,2015-06-19 17:34:17,14200.00,successful,78,US,14200.00,14200.00,14000.00
1005247768,Norman Einstein's NORMANTHOLOGY,Nonfiction,Publishing,USD,2012-09-07,2000.00,2012-08-08 23:39:04,2661.32,successful,111,US,2661.32,2661.32,2000.00
100524873,PRESIDENT OF THE UNITED STATES (Suspended),Academic,Publishing,USD,2015-10-25,5500.00,2015-08-26 05:54:42,0.00,suspended,0,US,0.00,0.00,5500.00
10052511,Please Donate Money For My First Music Video Shooting in September,Country & Folk,Music,USD,2010-09-17,5000.00,2010-08-18 05:29:35,0.00,failed,0,US,0.00,0.00,5000.00
1005251354,Kronos at the Pino Family Ranch,Sculpture,Art,USD,2013-10-05,3000.00,2013-09-05 22:27:28,3299.00,successful,51,US,3299.00,3299.00,3000.00
100525355,The Stolen Crystals,Video Games,Games,EUR,2016-06-02,500.00,2016-05-03 18:27:47,15.00,failed,2,FR,17.20,16.73,557.70
1005254734,Bicycle protection on the move. (Canceled),Product Design,Design,USD,2015-09-23,40000.00,2015-09-01 09:55:43,20670.00,canceled,86,US,20670.00,20670.00,40000.00
1005260657,Low Shoulders - A Short Film,Shorts,Film & Video,USD,2011-05-03,5000.00,2011-04-03 19:50:05,5350.51,successful,118,US,5350.51,5350.51,5000.00
1005272778,The Endless Whispers Cycle Featurettes,Thrillers,Film & Video,USD,2014-12-03,5800.00,2014-10-24 16:29:33,5825.00,successful,39,US,5825.00,5825.00,5800.00
1005276297,Dexter's Etsy Shop Expansion,Accessories,Fashion,USD,2016-09-04,200.00,2016-08-05 22:31:41,205.00,successful,5,US,25.00,205.00,200.00
1005283757,Inflatable Jake band T-shirts,Fashion,Fashion,USD,2016-11-22,360.00,2016-11-14 21:18:46,22.00,failed,2,US,21.00,22.00,360.00
1005286348,WANTED: THE BEST TASTING FUDGE ON EARTH (Canceled),Food,Food,AUD,2014-12-16,800.00,2014-10-17 00:17:35,0.00,canceled,0,AU,0.00,0.00,654.34
1005287592,Artisan Vinegar,Vegan,Food,USD,2017-06-08,3000.00,2017-05-09 18:17:42,149.00,failed,3,US,0.00,149.00,3000.00
1005292230,Saga of the Splintered Realm,Tabletop Games,Games,USD,2014-04-13,1000.00,2014-03-14 01:53:41,3438.13,successful,99,US,3438.13,3438.13,1000.00
1005300534,Make COOLRUNNINGS first physical release a reality.,Indie Rock,Music,USD,2011-09-07,2100.00,2011-06-09 23:06:42,3173.00,successful,82,US,3173.00,3173.00,2100.00
1005302689,51st Studios Unplugged: Wood Headphones featuring Bluetooth,Hardware,Technology,USD,2014-05-08,60000.00,2014-04-08 22:09:47,45687.01,failed,108,US,45687.01,45687.01,60000.00
1005313842,Will the Film,Film & Video,Film & Video,USD,2016-09-22,10000.00,2016-08-23 18:48:45,10600.00,successful,245,US,2605.00,10600.00,10000.00
1005346286,Edgar Wallace Jr. (Gets Saxy in the studio for new C.D.),Jazz,Music,USD,2012-03-10,18000.00,2012-01-19 10:20:04,0.00,failed,0,US,0.00,0.00,18000.00
1005349963,"Cirsova 2017 (#s 5 & 6): Lovecraft, Swords and Space Ships!",Zines,Publishing,USD,2017-02-25,2000.00,2017-01-25 17:53:56,2517.00,successful,136,US,1057.00,2517.00,2000.00
1005351933,LEGO My Chess Set,Product Design,Design,USD,2014-10-01,1250.00,2014-09-01 21:00:54,1504.00,successful,42,US,1504.00,1504.00,1250.00
1005359874,Feeding Fingers - Their first double album,World Music,Music,USD,2010-12-01,7000.00,2010-10-17 19:15:21,1550.00,failed,16,US,1550.00,1550.00,7000.00
1005359971,Telemetry Webisodes,Indie Rock,Music,USD,2015-05-17,2000.00,2015-04-17 20:42:45,2040.00,successful,32,US,2040.00,2040.00,2000.00
1005361089,Songs Without Words,Indie Rock,Music,USD,2011-11-12,5000.00,2011-09-13 16:23:09,5170.00,successful,68,US,5170.00,5170.00,5000.00
1005361310,Chris Custom Built PC's,Gadgets,Technology,USD,2015-04-04,7000.00,2015-02-03 02:49:43,0.00,failed,0,US,0.00,0.00,7000.00
1005364432,Code name: Interstellar (Canceled),Festivals,Theater,USD,2016-05-03,3000000.00,2016-03-04 04:30:08,0.00,canceled,0,US,0.00,0.00,3000000.00
1005373425,Make a Record with Ben Cyllus - be a part of the new project,Indie Rock,Music,USD,2011-05-14,13000.00,2011-03-30 20:47:57,10375.00,failed,59,US,10375.00,10375.00,13000.00
1005383742,"STILL MOTION presents ""Moments Defined"" NYC",Dance,Dance,USD,2014-05-01,25000.00,2014-03-18 21:41:46,27431.00,successful,97,US,27431.00,27431.00,25000.00
1005387641,Letters from Basic Training,Anthologies,Publishing,USD,2014-08-16,1000.00,2014-07-17 01:28:13,50.00,failed,1,US,50.00,50.00,1000.00
1005393309,A Major Factor,Film & Video,Film & Video,USD,2013-02-04,3500.00,2013-01-08 09:38:38,5.00,failed,1,US,5.00,5.00,3500.00
1005393753,A watch that INSPIRES your life.,Fashion,Fashion,AUD,2014-09-21,10000.00,2014-08-07 16:43:13,4233.00,failed,54,AU,3935.27,3721.32,8791.21
1005393893,Affordable Computer Controlled Quilting System Add-On,Technology,Technology,USD,2017-12-31,52000.00,2017-12-01 15:43:33,1053.00,failed,3,US,5.00,1053.00,52000.00
1005395063,The ManBoy LP by OLIVER MANNING,Indie Rock,Music,GBP,2015-03-13,2000.00,2015-02-11 16:10:22,2292.00,successful,94,GB,3493.28,3387.78,2956.17
1005397520,REDS.box - Get your privacy back in the cloud,Hardware,Technology,EUR,2016-02-18,50000.00,2016-01-19 12:01:32,33916.00,failed,209,DE,36950.77,37633.01,55479.73
1005400392,"The ODYSSEY by Homer - Amazing Youth Actors, Giant Puppets!",Theater,Theater,USD,2013-02-22,2700.00,2013-02-08 01:49:05,2752.00,successful,30,US,2752.00,2752.00,2700.00
1005413300,NAMM Marketing -keeping up with the big dogs,Sound,Technology,USD,2014-06-26,2800.00,2014-06-12 01:59:07,545.00,failed,11,US,545.00,545.00,2800.00
1005414218,Debut EP Album Promotion,R&B,Music,USD,2014-11-26,5500.00,2014-10-27 17:46:28,131.00,failed,5,US,131.00,131.00,5500.00
1005420341,Doodle: The Creatively Interactive Children's Book.,Children's Books,Publishing,USD,2014-09-26,15000.00,2014-08-27 23:40:57,65.00,failed,9,US,65.00,65.00,15000.00
1005421547,The Green Lamp Prototype (Canceled),Hardware,Technology,USD,2015-10-04,500.00,2015-09-04 19:06:35,0.00,canceled,0,US,0.00,0.00,500.00
1005422939,A Ninjutsu Pencil Holder,Design,Design,CAD,2014-11-18,500.00,2014-11-01 21:21:41,423.00,failed,24,CA,377.84,375.67,444.05
1005423973,Bocusini - World's first plug & play 3D Food Printing System,3D Printing,Technology,EUR,2015-06-11,30000.00,2015-05-12 09:42:41,40581.00,successful,149,DE,45283.87,45531.66,33659.83
1005426415,"The Conservative Theatre Festival: Columbus, OH, 1/7/17",Festivals,Theater,USD,2016-07-31,1200.00,2016-07-01 14:49:01,11.00,failed,1,US,0.00,11.00,1200.00
1005457160,Spread the Love,Food,Food,USD,2014-10-08,7000.00,2014-09-08 22:53:59,0.00,failed,0,US,0.00,0.00,7000.00
1005465883,How To Run Fast,Documentary,Film & Video,USD,2017-05-10,12500.00,2017-04-10 21:21:18,1225.00,failed,16,US,10.00,1225.00,12500.00
1005469380,Fashion wear for Sweater Weather!100% Wool Hoodie & Sweaters,Fashion,Fashion,USD,2014-04-06,21000.00,2014-02-05 01:52:23,2425.00,canceled,28,US,2425.00,2425.00,21000.00
1005477477,Aivot,Wearables,Technology,MXN,2017-01-27,72083.00,2016-11-28 23:23:35,200.00,failed,3,MX,0.00,9.48,3414.96
1005478066,FashionRider Show & Tell - Video Documentary,Film & Video,Film & Video,GBP,2013-05-24,16000.00,2013-04-24 13:29:04,0.00,failed,0,GB,0.00,0.00,24158.24
100548130,SHRED. Pro Rider Snowboard game.,Video Games,Games,USD,2016-01-14,10000.00,2015-12-15 07:50:38,21.00,failed,2,US,21.00,21.00,10000.00
1005482513,The Riddle of the Sphinx,Art Books,Publishing,USD,2012-11-02,2000.00,2012-10-12 11:50:59,2315.00,successful,17,US,2315.00,2315.00,2000.00
1005484231,Weekend Love,Hip-Hop,Music,USD,2013-08-08,8000.00,2013-07-09 22:50:23,51.00,failed,2,US,51.00,51.00,8000.00
1005488729,Los Angeles Women's Theatre Festival - 24th Anniversary!,Theater,Theater,USD,2017-01-14,10000.00,2016-11-30 09:27:20,10196.50,successful,67,US,0.00,10196.50,10000.00
1005488974,Gender neutral pair dance - exploring gender roles in dance,Dance,Dance,GBP,2015-12-16,2000.00,2015-11-22 16:26:24,819.61,failed,24,GB,1245.10,1222.20,2982.40
1005515884,Illusions of Reality,Digital Art,Art,GBP,2015-03-16,7000.00,2015-02-14 11:16:18,200.00,failed,6,GB,307.90,297.06,10397.17
100551656,Daniel: an Ordinary Tragedy: a new musical,Musical,Theater,USD,2015-05-04,1000.00,2015-03-29 22:57:04,1100.00,successful,17,US,1100.00,1100.00,1000.00
1005519605,Glass Paradise,Art,Art,GBP,2015-08-13,3000.00,2015-07-30 21:18:12,3440.00,successful,81,GB,5371.42,5378.36,4690.43
1005520873,THE GENESIS COLLECTION,Painting,Art,USD,2012-02-26,500.00,2012-01-27 21:29:12,0.00,failed,0,US,0.00,0.00,500.00
1005523562,Tail Feather Belts (Canceled),Ready-to-wear,Fashion,USD,2015-04-13,800.00,2015-03-04 00:36:30,375.00,canceled,18,US,375.00,375.00,800.00
1005529974,"Attention, a life in Extremes",Documentary,Film & Video,GBP,2013-04-18,20000.00,2013-03-19 09:54:37,1624.00,failed,41,GB,2453.43,2492.82,30699.80
1005536083,The Journey West  ~ a novel based on a true story (Canceled),Fiction,Publishing,USD,2015-05-01,12000.00,2015-04-01 01:23:05,0.00,canceled,0,US,0.00,0.00,12000.00
1005556588,Medieval Trading MMO (Canceled),Video Games,Games,NOK,2015-03-27,700000.00,2015-02-25 16:44:10,0.00,canceled,0,NO,0.00,0.00,87903.26
1005556843,North State Grocery Documentary (Canceled),Documentary,Film & Video,USD,2015-10-21,5000.00,2015-09-21 17:46:12,0.00,canceled,0,US,0.00,0.00,5000.00
100555757,Covalence: A Molecule Building Game,Tabletop Games,Games,USD,2015-11-05,7500.00,2015-10-06 09:24:22,38317.00,successful,1447,US,38317.00,38317.00,7500.00
1005574462,Professor Vogel's Alternative History Machine I&A Issue III,Art Books,Publishing,USD,2011-08-31,800.00,2011-08-09 08:57:17,2800.00,successful,54,US,2800.00,2800.00,800.00
1005580823,Monadnock Gymnastics,Spaces,Dance,USD,2016-06-21,50000.00,2016-05-22 02:30:03,675.00,failed,10,US,675.00,675.00,50000.00
100558945,Banaau - getting to the next level,Music,Music,EUR,2016-07-10,600.00,2016-06-05 14:52:54,609.00,successful,14,IT,245.51,677.70,667.68
1005596335,The Purveyor (Canceled),Webseries,Film & Video,USD,2012-08-09,60000.00,2012-07-10 13:42:39,775.00,canceled,14,US,775.00,775.00,60000.00
1005604448,Solo Art Show Miami,Mixed Media,Art,CAD,2016-11-13,9800.00,2016-10-14 05:29:45,683.00,failed,11,CA,0.00,505.36,7251.20
1005610030,Cinema Verde,Film & Video,Film & Video,USD,2011-03-06,5000.00,2011-02-09 01:28:41,301.00,failed,12,US,301.00,301.00,5000.00
1005616872,The Dousing Sauce Story,Food,Food,USD,2015-06-01,25000.00,2015-04-08 07:55:56,100.00,failed,3,US,100.00,100.00,25000.00
1005617151,The King's Guild,Tabletop Games,Games,USD,2017-09-21,20000.00,2017-08-22 19:02:23,84138.42,successful,1588,US,37933.00,84138.42,20000.00
1005618996,Masters of the Tooniverse Podcast (Suspended),Webseries,Film & Video,USD,2013-07-02,3200.00,2013-05-30 19:24:22,3226.00,suspended,24,US,3226.00,3226.00,3200.00
1005636833,The Nostalgic Restoration of Your Youth,Art,Art,USD,2014-08-10,10000.00,2014-07-11 21:20:51,0.00,failed,0,US,0.00,0.00,10000.00
1005653464,SA-4 Studios,Music,Music,USD,2015-03-25,5000.00,2015-01-24 18:33:14,0.00,undefined,0,"N,0""",,0.00,5000.00
1005657932,"""Beast of Spearpointe"" book 1 of 10 New Epic Fantasy Series",Fiction,Publishing,USD,2013-05-02,4000.00,2013-03-18 00:59:13,4088.00,successful,88,US,4088.00,4088.00,4000.00
1005682456,Ekosofi - Life made again (Canceled),DIY,Crafts,SEK,2015-04-19,120000.00,2015-03-28 10:56:01,0.00,canceled,0,SE,0.00,0.00,13844.98
1005691353,Napa Valley Private Label Wine,Drinks,Food,USD,2015-07-15,25000.00,2015-06-15 21:14:25,476.00,failed,12,US,476.00,476.00,25000.00
1005692400,Humans Wanted: A SF Anthology,Anthologies,Publishing,USD,2016-07-16,10000.00,2016-06-16 17:59:39,10277.00,successful,252,US,2279.00,10277.00,10000.00
1005696498,"Ian Mahan new album ""Little Moments""",Pop,Music,USD,2013-01-19,3000.00,2012-12-12 20:22:45,3155.00,successful,15,US,3155.00,3155.00,3000.00
1005696636,GBS Detroit Presents Daniel Harrison and the $2 Highway,Indie Rock,Music,USD,2013-06-08,1200.00,2013-05-23 21:05:24,1525.00,successful,22,US,1525.00,1525.00,1200.00
1005701123,A pot of coffee,Drinks,Food,USD,2014-08-09,10.00,2014-07-10 17:01:42,11.00,successful,2,US,11.00,11.00,10.00
1005707504,Cancelled (Canceled),Product Design,Design,CAD,2015-08-16,35000.00,2015-07-08 14:11:23,1731.00,canceled,22,CA,1368.29,1320.57,26701.25
1005715738,"The first coffee pod for FrenchPress, ColdBrew & Aeropress",Product Design,Design,EUR,2015-08-06,35000.00,2015-07-06 09:09:21,2051.90,canceled,31,IT,2279.81,2244.99,38293.64
1005722741,Pet Beds,DIY,Crafts,USD,2015-03-11,200.00,2015-02-09 18:02:16,1.00,failed,1,US,1.00,1.00,200.00
1005724342,Radiate Portable Campfire- Tailgate Ready- Made in the USA,Product Design,Design,USD,2017-06-06,13150.00,2017-05-02 23:07:09,2901.00,canceled,60,US,2211.00,2901.00,13150.00
100572504,Paprika: The Short Film,Shorts,Film & Video,USD,2017-06-18,20000.00,2017-05-19 23:52:33,302.00,failed,7,US,272.00,302.00,20000.00
1005725530,"ARKTOS: Ultra-Thin, Affordable Classic Watches",Accessories,Fashion,AUD,2017-10-17,10000.00,2017-09-17 03:20:04,795.00,canceled,4,AU,527.27,624.07,7849.91
1005731433,Darker Shade of Fado,World Music,Music,GBP,2014-03-31,2500.00,2014-02-19 22:00:40,2515.00,successful,21,GB,4207.75,4167.84,4142.98
1005733913,Life & Career Changing Dream Camera Goal!,Photography,Photography,USD,2015-03-01,2000.00,2015-01-30 02:27:08,50.00,failed,1,US,50.00,50.00,2000.00
1005739445,"lightbulb terrarium, hand made mini terrariums.",Design,Design,EUR,2014-09-14,1500.00,2014-08-15 23:03:58,51.00,failed,2,NL,68.13,65.55,1927.80
1005745574,DSW74NEWS LIVE BROADCASTING,Journalism,Journalism,USD,2016-09-14,15000.00,2016-08-10 23:06:33,0.00,canceled,0,US,0.00,0.00,15000.00
1005756530,Dead Burger by Abomination Films!,Film & Video,Film & Video,USD,2012-07-01,5000.00,2012-05-02 06:17:49,5178.00,successful,33,US,5178.00,5178.00,5000.00
1005765270,"""Star in a movie like 'Entourage'"" The 420 Crew (Canceled)",Drama,Film & Video,USD,2014-08-17,150000.00,2014-07-18 20:13:28,5.00,canceled,1,US,5.00,5.00,150000.00
100576591,Nina Jo Smith’s PEOPLE PLACES & SINGS CD,Country & Folk,Music,USD,2012-03-16,3500.00,2012-02-15 21:32:21,3500.00,successful,51,US,3500.00,3500.00,3500.00
1005773136,GRITS on wheels in Los Angeles! Ya'll come an get it!,Food Trucks,Food,USD,2016-08-24,15000.00,2016-07-25 02:29:25,1190.00,failed,15,US,100.00,1190.00,15000.00
1005787932,Hotdog Yogatote,Product Design,Design,USD,2014-04-02,19000.00,2014-03-03 21:39:30,4809.00,failed,91,US,4809.00,4809.00,19000.00
1005790478,Travel Far: A... Guide to the Out-of-Body Experience...,Nonfiction,Publishing,USD,2015-04-12,4000.00,2015-03-07 08:52:50,225.00,canceled,4,US,225.00,225.00,4000.00
1005800160,Who is Nellie Bly?,Painting,Art,USD,2012-08-05,3000.00,2012-07-06 05:17:04,3100.00,successful,21,US,3100.00,3100.00,3000.00
100580052,Get It On The Shelf!,Fiction,Publishing,USD,2011-07-03,5500.00,2011-05-04 01:30:42,35.00,failed,3,US,35.00,35.00,5500.00
1005801266,Nahla's Oasis,Children's Books,Publishing,USD,2017-05-16,50000.00,2017-04-06 01:49:30,11974.00,failed,33,US,423.00,11974.00,50000.00
1005808602,"Help Us Record Our Debut EP ""Mayday""",Music,Music,USD,2011-06-23,1250.00,2011-04-24 02:03:17,10.00,failed,1,US,10.00,10.00,1250.00
1005820080,The Million Pound Shirt,Fashion,Fashion,GBP,2015-11-25,1000000.00,2015-10-21 22:00:04,10.00,failed,1,GB,15.47,15.05,1505185.36
1005820753,tipstir,Food,Food,USD,2011-08-14,1000.00,2011-07-15 19:32:29,0.00,failed,0,US,0.00,0.00,1000.00
1005824767,"ChileFornia- An anecdotal view of identity, immigration & diversity",Journalism,Journalism,USD,2010-10-30,8000.00,2010-08-18 21:03:40,0.00,failed,0,US,0.00,0.00,8000.00
1005825129,"""Revolutionary Love""",Film & Video,Film & Video,USD,2012-03-16,4000.00,2012-02-15 18:18:52,30.00,failed,2,US,30.00,30.00,4000.00
1005829490,Marcus Starr Solo Album Funding Campaign,Blues,Music,CAD,2017-08-04,1500.00,2017-07-05 16:03:54,1545.00,successful,16,CA,103.92,1228.92,1193.13
1005831906,Colorful & Challenging Jigsaw Puzzles,Puzzles,Games,USD,2017-07-24,1000.00,2017-06-24 19:09:31,0.00,failed,0,US,0.00,0.00,1000.00
1005838041,The Creative Side - A Photography Webseries,Webseries,Film & Video,USD,2011-10-24,2000.00,2011-09-26 22:15:25,125.00,failed,3,US,125.00,125.00,2000.00
1005838632,The Last Dictator,Film & Video,Film & Video,EUR,2015-11-13,700000.00,2015-09-14 17:36:42,20.00,failed,1,BE,22.68,21.53,753482.16
1005843591,"""Projection"" a short film",Shorts,Film & Video,USD,2011-06-18,5000.00,2011-05-03 22:19:58,1367.00,failed,20,US,1367.00,1367.00,5000.00
1005844450,Bungee Workout Barcelona,Workshops,Dance,EUR,2017-11-30,4000.00,2017-10-31 17:11:15,20.00,failed,1,ES,0.00,23.77,4753.98
1005848496,The 1st Motion Tracking DIY Smart Home Security Camera,Gadgets,Technology,USD,2016-12-31,25000.00,2016-11-01 02:54:32,81510.00,successful,565,US,7235.00,81510.00,25000.00
1005862247,Veterans,Photography,Photography,USD,2012-08-15,5000.00,2012-07-09 05:39:06,5637.00,successful,87,US,5637.00,5637.00,5000.00
1005863674,MY VERY FIRST KICKSTARTER,Movie Theaters,Film & Video,USD,2014-08-12,6500.00,2014-07-13 20:08:35,27.00,failed,2,US,27.00,27.00,6500.00
1005870420,This Song Is About You,Music,Music,USD,2014-07-11,40000.00,2014-06-11 23:35:00,0.00,failed,0,US,0.00,0.00,40000.00
1005871270,Telemedicine wound care provider locator,Technology,Technology,USD,2016-10-09,50000.00,2016-09-09 00:22:31,261.00,failed,5,US,231.00,261.00,50000.00
1005887854,Knock On Wood,Woodworking,Crafts,USD,2016-01-13,900.00,2015-12-23 19:28:34,25.00,failed,2,US,25.00,25.00,900.00
1005889641,NERO: RFID Blocking Wallet Leather or Kevlar + Carbon Fiber,Product Design,Design,GBP,2014-11-06,500.00,2014-09-12 15:52:05,6755.00,successful,286,GB,10936.67,10686.09,790.98
1005898097,TeleSound: The Sound Messenger,Product Design,Design,USD,2013-03-30,100000.00,2013-02-28 09:56:23,14757.00,failed,269,US,14757.00,14757.00,100000.00
100590427,Keepers of the Kingdom,Photo,Journalism,GBP,2014-10-03,10500.00,2014-09-03 01:32:52,1579.62,failed,62,GB,2621.17,2537.87,16869.64
1005909550,Pointe Blank T-Shirt Refresh,Rock,Music,USD,2013-03-10,1100.00,2013-02-08 22:27:19,25.00,failed,1,US,25.00,25.00,1100.00
1005924399,"My Journey With God-Inspirational book on faith, forgiveness",Nonfiction,Publishing,USD,2017-11-26,2500.00,2017-11-11 20:08:19,0.00,failed,0,US,0.00,0.00,2500.00
1005925256,The GoShelf™ - corner shelf self installation system,Product Design,Design,USD,2015-08-08,50000.00,2015-07-09 17:53:48,0.00,failed,0,US,0.00,0.00,50000.00
1005926310,Trash Talk Death Match,Playing Cards,Games,USD,2015-11-05,10000.00,2015-10-06 19:43:26,2022.00,failed,59,US,2022.00,2022.00,10000.00
1005933132,Fresh Vintage inspired Automotive Streetwear Collection SCC,Apparel,Fashion,EUR,2017-01-18,5999.00,2016-12-19 17:24:29,118.00,failed,2,NL,0.00,125.46,6378.12
1005940775,A Postcard From Lily Dale,Documentary,Film & Video,USD,2014-03-28,10000.00,2014-02-26 15:44:18,13135.00,successful,78,US,13135.00,13135.00,10000.00
1005944574,Luna Game Engine,Video Games,Games,CAD,2016-07-14,80000.00,2016-06-14 03:38:29,0.00,failed,0,CA,0.00,0.00,62179.39
1005948073,"""Written and Directed by Elaine May"" T-Shirts",Apparel,Fashion,USD,2017-02-06,1250.00,2017-01-07 04:11:17,3065.00,successful,108,US,548.00,3065.00,1250.00
1005948816,"Kevin Dillard solo cd ""Symptoms of The Human Condition""",World Music,Music,USD,2011-04-04,5500.00,2011-02-02 13:27:50,300.00,failed,8,US,300.00,300.00,5500.00
1005949551,Oh When The Blues - Oldham Athletic Photography Book,Photobooks,Photography,GBP,2016-12-04,2200.00,2016-11-06 12:24:48,2451.01,successful,103,GB,875.02,3083.38,2767.61
1005956476,Lucky's,Food Trucks,Food,USD,2015-09-09,5000.00,2015-08-09 01:38:28,460.00,failed,4,US,460.00,460.00,5000.00
1005958623,Project Penny,Crafts,Crafts,USD,2014-09-25,5.00,2014-09-10 19:11:33,29.00,successful,8,US,29.00,29.00,5.00
1005962404,Lilah's Guide to Hoyle,Fiction,Publishing,USD,2016-08-18,6500.00,2016-07-19 09:16:50,139.00,canceled,4,US,67.00,139.00,6500.00
1005963962,US Army Navy Marines Air Force - Special Challenge Coin,Product Design,Design,USD,2013-12-17,840.00,2013-11-20 12:27:38,141.00,canceled,8,US,141.00,141.00,840.00
1005967498,"Multi-function kids chair with a ""one for one"" concept.",Gadgets,Technology,USD,2016-12-10,125000.00,2016-11-10 22:49:30,16.00,failed,1,US,16.00,16.00,125000.00
1005969894,Ximphonic Versus,Comics,Comics,USD,2014-05-22,30000.00,2014-04-07 23:21:11,1131.00,failed,34,US,1131.00,1131.00,30000.00
1005979441,Mottainai,Tabletop Games,Games,USD,2015-06-04,5000.00,2015-05-19 18:59:23,66988.00,successful,2485,US,66988.00,66988.00,5000.00
1005983610,Model T Tintypes,Photography,Photography,USD,2012-04-01,24850.00,2012-03-01 07:49:59,1211.00,failed,7,US,1211.00,1211.00,24850.00
1005987521,GROTTO: an artist's book,Art,Art,USD,2016-10-31,9000.00,2016-10-01 07:25:49,9194.00,successful,138,US,340.00,9194.00,9000.00
1005987818,Sticky Boo Yum Yum | All Things Marshmallow,Food,Food,USD,2013-10-29,2350.00,2013-09-29 17:18:57,570.00,failed,38,US,570.00,570.00,2350.00
1005998229,Music & Song Production for Athena Creese Recording Artist,Pop,Music,USD,2012-08-23,3000.00,2012-07-24 04:53:19,0.00,failed,0,US,0.00,0.00,3000.00
1005999335,wecemat – The ecologic automated flush adapter,Technology,Technology,EUR,2016-07-23,40000.00,2016-06-23 14:07:08,7750.00,failed,26,LU,8235.00,8612.55,44451.85
1006008989,War for the Overworld,Video Games,Games,GBP,2013-01-03,150000.00,2012-11-29 19:11:23,211371.50,successful,8351,GB,338527.51,338589.87,240280.65
1006030031,Our Own End's New EP!!,Rock,Music,USD,2012-07-28,1200.00,2012-06-28 23:30:21,1307.00,successful,40,US,1307.00,1307.00,1200.00
1006032032,Buddy day in Heidepark Soltau (Suspended),People,Photography,EUR,2015-06-11,200.00,2015-05-12 11:06:35,13.00,suspended,3,DE,14.51,14.59,224.40
100603923,The sexiest lingerie greeting cards ever...,Accessories,Fashion,USD,2017-07-26,50000.00,2017-06-26 17:10:57,0.00,failed,0,US,0.00,0.00,50000.00
1006042643,Opal Zine - Issue 03.,Mixed Media,Art,USD,2012-11-17,75.00,2012-10-04 21:40:31,75.00,successful,3,US,75.00,75.00,75.00
1006048821,Pure Me,Apparel,Fashion,USD,2017-05-02,900.00,2017-03-03 20:20:57,0.00,failed,0,US,0.00,0.00,900.00
1006053807,Para Doc Film,Documentary,Film & Video,USD,2012-04-11,55000.00,2012-02-11 21:29:02,0.00,failed,0,US,0.00,0.00,55000.00
1006061306,Back in the Soviet Bloc - a 6-part tv series,Documentary,Film & Video,USD,2012-01-27,5000.00,2012-01-13 10:26:22,5358.00,successful,76,US,5358.00,5358.00,5000.00
1006062529,Demons force (Light novel),Comics,Comics,EUR,2016-04-04,3500.00,2016-02-29 17:19:26,6.00,failed,2,AT,6.56,6.82,3977.05
1006069219,Fighting Fear & Doing Discipline,Publishing,Publishing,USD,2016-07-08,4250.00,2016-06-23 00:45:15,1.00,failed,1,US,0.00,1.00,4250.00
100607048,Noor would love to draw,Public Art,Art,EUR,2015-06-07,846.00,2015-05-16 06:46:25,435.00,failed,16,NL,496.32,488.07,949.21
1006071976,Hand Crafted Illustrations For Tea Towel Design,Illustration,Art,NZD,2014-11-22,1750.00,2014-10-23 06:35:48,728.00,failed,10,NZ,580.70,572.33,1375.79
1006075060,Rounds. Set design campaign.,Plays,Theater,GBP,2016-02-14,700.00,2016-02-05 03:10:02,966.00,successful,34,GB,1391.44,1379.23,999.44
1006075634,"eyeForce VR Headset, no black parts, 210° field of view",Technology,Technology,USD,2016-10-04,50000.00,2016-08-17 09:58:04,48907.00,canceled,79,US,13567.00,48907.00,50000.00
100608135,Shell-Shock,Video Games,Games,USD,2014-12-26,15000.00,2014-11-26 00:26:44,56.00,failed,2,US,56.00,56.00,15000.00
